YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MS	EQ_MAG_MB	INTENSITY	COUNTRY	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	MISSING	INJURIES	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DAMAGED
1995	7	21	22	44	4.5	13	5.6	5.4	5.7		CHINA	"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI"	36.427	103.123	30	14		60		4500	
1995	7	30	5	11	23.6	46	8	7.3	6.6	7	CHILE	"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES"	-23.34	-70.294	160	3		58	1.66	115	
1995	8	16	10	27	28.6	30	7.7	7.8	6.5		PAPUA NEW GUINEA	"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN"	-5.799	154.178	170						
1995	9	14	14	4	31.4	23	7.4	7.2	6.4		MEXICO	"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY"	16.779	-98.597	150	3		100			
1995	10	1	15	57	16.2	33	6.4	6.2	5.8	8	TURKEY	"TURKEY:   DINAR, EVCILER"	38.063	30.134	140	95		348	205.8	5100	
1995	10	3	1	51	23.9	24	7	7	6.5		ECUADOR	ECUADOR:  QUITO	-2.75	-77.881	160	2		5		83	
1995	10	6	5	23	18.5	9	6	5.8	5.7		USA	ALASKA:  FAIRBANKS NORTH STAR COUNTY	65.17	-148.565	150						
1995	10	6	18	9	45.9	33	6.8	6.9	5.8		INDONESIA	"INDONESIA:  SUMATERA, JAMBI PROVINCE"	-2.045	101.436	170	84		1868		17600	
1995	10	9	15	35	53.9	33	8	7.4	6.6		MEXICO	"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE"	19.055	-104.205	150	49		200			
1995	10	23	22	46	50.8	10	6.2	6.4	5.8		CHINA	CHINA:  YUNNAN PROVINCE:  WUDING	26.003	102.227	30	81		800	80	200	200
1995	11	22	4	15	11.9	10	7.2	7.3	6.2	8	EGYPT	EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN	28.826	34.799	15	12					
1995	12	3	18	1	8.9	33	7.9	7.9	6.6	5	RUSSIA	"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR"	44.663	149.3	50						
1996	1	1	8	5	10.8	24	7.9	7.6	6.3	6	INDONESIA	"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI"	0.729	119.931	170						
1996	2	3	11	14	20.1	11	6.6	6.5	6.4	9	CHINA	CHINA:  YUNNAN PROVINCE:  LIJIANG	27.291	100.276	30	322		17057	506	959000	959000
1996	2	17	5	59	30.5	33	8.2	8.1	6.5		INDONESIA	"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI"	-0.891	136.952	170	54		423	4.2	5043	
1996	2	21	12	51	1.3	10	7.5	6.6	5.8	4	PERU	"PERU:  NORTHERN:  CHIMBOTE, CALLAO"	-9.593	-79.587	160						
1996	3	19	15	0	26	28	6.3	6	5.7		CHINA	"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI"	39.993	76.696	40	24		128	24	15314	
1996	3	28	23	3	49.8	33	5.9	5.2	5.8	6	ECUADOR	"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO"	-1.036	-78.737	160	27			7		
1996	4	29	14	40	41	44	7.2	7.5	6.3		SOLOMON ISLANDS	SOLOMON ISLANDS:  BOUGAINVILLE ISLAND	-6.518	154.999	170	1					
1996	5	3	3	32	47.1	26	6	6	5.5	8	CHINA	"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT"	40.774	109.661	30	23		330			
1996	6	10	4	3	35.4	33	7.9	7.6	6.6	6	USA	ALASKA:  ANDREANOF ISLANDS	51.564	-177.632	150						
1996	9	5	20	44	9.2	10	6	6	5.6	8	CROATIA	"BALKANS NW:  CROATIA:  STON, SLANO"	42.803	17.936	130						
1996	11	12	16	59	44	33	7.7	7.3	6.5	8	PERU	"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA"	-14.993	-75.675	160	14		560			4000
1997	1	9	13	43	31.5	22	5.8	5.8	5.7	7	KYRGYZSTAN	"KYRGYZSTAN:  DZHERGETAL, KOSHTEBE, KAZARMAN"	41.026	74.284	40						
1997	1	11	20	28	26	33	7.2	6.9	6.5		MEXICO	"MEXICO:  MICHOACAN, ARTEAGA"	18.219	-102.756	150	1					
1997	1	12	12	10	51.3	10	4.7	4.7	4.8	6	ALBANIA	"ALBANIA:  BERAT, URA VAJGURORE, GRAMSH, CERRIK"	40.956	19.672	130						
1997	1	21	1	48	30.1	33	5.9	5.8	5.3		CHINA	CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY	39.474	76.998	40	12		40		14000	
1997	2	4	10	37	47.1	10	6.5	6.8	5.9	8	IRAN	"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN"	37.661	57.291	140	88		1948	30	5500	11000
1997	2	27	21	8	2.3	33	7.1	7.3	6.3		PAKISTAN	"PAKISTAN:  HARNAI-SIBI, QUETTA"	29.976	68.208	60	60				500	500
1997	2	28	12	57	18.6	10	6.1	6.1	5.5	7	IRAN	IRAN:  ARDABIL	38.075	48.05	140	1100		2600		12000	
1997	3	1	6	4	14.1	22	5.6	5.5	5.2		CHINA	"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI"	39.422	76.839	40	2		6		4000	
1997	3	19	19	57	11.9	50	4.9		4.9		PAKISTAN	"PAKISTAN:  BAJAUR, CHITRAL"	34.872	71.62	60	15					
1997	3	26	8	31	47.1	10	6.1	5.9	5.6	6	JAPAN	"JAPAN:  KYUSHU, KAGOSHIMA"	31.92	130.429	30						
1997	4	5	23	46	19.5	33	5.9	5.9	5.4		CHINA	"CHINA:  S. XINJIANG, JIASHI COUNTY"	39.513	76.865	40			23		3000	
1997	4	6	4	36	35.2	33	6	5.8	5.6		CHINA	CHINA:  S. XINJIANG	39.537	76.998	40						
1997	4	11	5	34	42.7	15	6.2	6.1	5.8		CHINA	"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA"	39.527	76.941	40	9		89		2000	
1997	4	21	12	2	26.4	33	7.7	7.9	6.4		SOLOMON ISLANDS	SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU	-12.584	166.676	170						
1997	4	22	9	31	23.2	5	6.7	6.5	6		TRINIDAD AND TOBAGO	TOBAGO	11.112	-60.892	90			2	25	3	
1997	5	10	7	57	29.7	10	7.2	7.3	6.4	10	IRAN	"IRAN:  BIRJAND, GHAEN"	33.825	59.809	140	1728		2300	100	10533	5474
1997	5	13	14	13	45.7	196	6.4		6.1		AFGHANISTAN	"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR"	36.411	70.945	40	1					
1997	5	21	22	51	28.7	36	5.8	5.6	6	8	INDIA	INDIA:  SOUTHERN:  JABALPUR	23.083	80.041	60	56		1000	143	8546	8546
1997	6	25	19	38	40.6	10	5.9	5.8	5.5		IRAN	"IRAN:  BIRJAND, QAYEN"	33.938	59.475	140					100	5000
1997	7	9	19	24	13.1	20	7	6.8	6.2	5	VENEZUELA	VENEZUELA:  CARIACO-CUMANA	10.598	-63.486	90	81		522	81		
1997	7	21	8	45	49.1	5	5		5		SOUTH AFRICA	SOUTH AFRICA:  AVGOLD'S HARTEBEESTFONTEIN MINE	-26.857	26.619	10	15		46			
1997	8	20	7	15	15.9	33	6	6	5.9		INDONESIA	"INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN"	4.358	96.494	60						
1997	9	26	0	33	12.2	10	5.7	5.6	5.5	8	ITALY	"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.048	12.879	130						
1997	9	26	9	40	26.3	10	6	6	5.7	10	ITALY	"ITALY:  CENTRAL:  MARCHE, UMBRIA"	43.084	12.812	130	14		100	4524.9	80000	
1997	9	28	1	38	28.6	33	5.9	5.5	5.6		INDONESIA	"INDONESIA:  SULAWESI, PAREPARE"	-3.776	119.727	170	20		300	1.1	650	
1997	10	15	1	3	33.4	58	7.1	6.8	6.8		CHILE	"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA"	-30.933	-71.22	160	8		300	48	5000	15700
1997	11	8	10	2	52.6	33	7.5	7.9	6.2		CHINA	CHINA:  TIBET (XIZANG PROVINCE)	35.069	87.325	40						
1997	11	18	13	7	41.7	33	6.6	6.4	5.9		GREECE	"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI"	37.57	20.656	130						
1997	11	21	11	23	6.3	54	6.1		5.9		INDIA	"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH"	22.212	92.702	60	23		200		1	1
1997	11	25	12	14	33.6	24	7	6.8	6.1		INDONESIA	"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO"	1.241	122.536	170						
1997	12	5	11	26	54.6	33	7.8	7.6	6.3	7	RUSSIA	"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK"	54.841	162.035	50						
1998	1	10	3	50	41.5	30	5.7	5.7	5.8	8	CHINA	"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI"	41.083	114.5	30	70		11500	285.5	70000	
1998	1	10	8	20	5.7	33	6.6	6.2	6.1		GUATEMALA	"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA"	14.374	-91.473	100			27			
1998	2	3	3	2	0.2	33	6.3	6.2	6		MEXICO	"MEXICO:  OAXACA, SAN AGUSTIN, SAN FRANCISCO"	15.883	-96.298	150						
1998	2	4	14	33	21.2	33	5.9	6.1	5.6		AFGHANISTAN	AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE	37.075	70.089	40	2323		818		8094	
1998	2	20	12	18	6.2	236	6.4	5.7	5.8		AFGHANISTAN	"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR"	36.479	71.086	40	1		11		35	
1998	3	14	19	40	27	9	6.6	6.9	5.9		IRAN	"IRAN:  GOLBAF, BAFT, KERMAN"	30.154	57.605	140	5		50		2000	
1998	3	19	13	51	33.7	33	5.6	5.6	5.4		CHINA	"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR"	39.977	76.731	40					400	
1998	3	25	3	12	25	10	8.1	8	6.6		ANTARCTICA	BALLENY ISLANDS	-62.877	149.527	20						
1998	4	3	7	26	36.6	10	5.2	4.8	5.1		ITALY	"ITALY:  CENTRAL:  GUALDO, TADINO-NOCERA UMBRA"	43.164	12.701	130					300	
1998	4	10	15	0	53.1	33	5.8	5.7	5.3		IRAN	"IRAN:  BIRJAND, GONABAD"	32.457	59.976	140	12		10			600
1998	4	12	10	55	32.5	10	5.7	5.7	5.3	8	AUSTRIA	"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID"	46.245	13.652	120	1					
1998	5	22	4	48	50.4	24	6.6	6.6	5.9		BOLIVIA	"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA"	-17.731	-65.431	160	105		150			
1998	5	28	21	11	44.1	33	5.6	5.6	5.2		CHINA	CHINA:  SOUTHERN XINJIANG	37.388	78.843	40			28		2000	
1998	5	30	6	22	28.9	33	6.6	6.9	5.9		AFGHANISTAN	"AFGHANISTAN:  BADAKHSHAN, TAKHAR"	37.106	70.11	40	4700			10		
1998	6	27	13	55	52	33	6.3	6.2	5.8	8	TURKEY	"TURKEY:  ADANA, CEYHAN"	36.878	35.307	140	145		1500	550	1700	
1998	7	9	5	19	7.3	10	6.2	6	5.7		AZORES (PORTUGAL)	"AZORES:  FAIAL, PICO, TERCEIRA"	38.65	-28.626	130	10		100	72		
1998	7	9	14	19	18.4	26	6		5.9		ARMENIA	"ARMENIA-AZERBAIJAN-IRAN:  ASTARA, BILASUVAR, IMISLI"	38.717	48.507	40						
1998	7	17	4	51	14.7	13	5.7	5.4	5.5	5	TAIWAN	"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG"	23.407	120.736	30	5		27			
1998	7	17	8	49	16.1	25	7	7.1	5.8		PAPUA NEW GUINEA	PAPUA NEW GUINEA:  SISSANO	-2.943	142.582	170						
1998	8	4	18	59	20.1	33	7.2	7.1	6.2		ECUADOR	"ECUADOR:  BAHIA DE CARAQUEZ, CANOA"	-0.593	-80.393	160	3		40			
1998	8	27	9	3	36.6	33	6.4	6.4	5.6		CHINA	CHINA:  SOUTHERN XINJIANG:  JIASHI	39.66	77.343	40	3		7		3600	18771
1998	9	28	13	34	30.4	152	6.6		6.4		INDONESIA	"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR"	-8.194	112.413	170	1				38	62
1998	9	29	22	14	49.5	10	5.5	5.3	5.2	8	SERBIA	"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO"	44.209	20.08	130	1		17			
1998	9	30	23	42	54.2	10	5.3	5.1	5		ALBANIA	"ALBANIA:  KUKES, PESHKOPI"	41.925	20.39	130					700	
1998	10	5	2	20	33.9	39	5.4	4.9	5.3		IRAN	"IRAN:  WESTERN:  DARREH SHAHR, POL-E-DOKHTAR"	33.199	47.225	140						100
1998	11	13	13	1	10.5	33	5.4	5.1	5.3		IRAN	IRAN:  SOUTHERN:  BIGHERD-KHONJ	27.791	53.608	140	5		105			850
1998	11	19	11	38	14.8	33	5.6	5.6	5.2		CHINA	"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG"	27.308	101.029	30	5		1543	70	12000	12000
1998	11	29	14	10	31.9	33	7.7	7.7	6.5	7	INDONESIA	"INDONESIA:  MANGOLE, MANADO, TALIABU"	-2.071	124.891	170	41		107	200	1000	
1998	12	1	7	37	56.1	10	4.5		4.5		CHINA	CHINA:  YUNNAN PROVINCE  SOUTHEASTERN	26.373	104.021	30			84	22.6	21872	21872
1999	1	25	18	19	16.8	17	6.2	5.7	5.9		COLOMBIA	"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA"	4.461	-75.724	160	1185	700	4750	1857.366		
1999	2	1	23	57	52.9	33	3.2		3.2	3	RUSSIA	"RUSSIA:  MAKHACHKALA, DAGESTAN"	42.962	46.954	40				0.9		
1999	2	2	13	45	16.8	10	4.8		4.8	7	SPAIN	"SPAIN:  MULA, PUEBLA DE MULA"	38.193	-1.566	130			20	44.004		
1999	2	11	14	8	51.6	33	6	5.8	5.4		AFGHANISTAN	"AFGHANISTAN:  LOWGAR, VARDAK, KABUL"	34.259	69.364	40	70		500		7000	7000
1999	3	4	5	38	26.5	33	6.6	6.5	6.2		IRAN	IRAN:  SOUTHERN:  KERMAN	28.343	57.193	140	1					517
1999	3	11	13	18	9.3	33	5.1	5.2	5.1		CHINA	CHINA:  NE: ZHANGBEI COUNTY	41.131	114.658	30			3		200	
1999	3	28	19	5	11	15	6.6	6.6	6.4	8	INDIA	"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL"	30.512	79.403	60	100		394	70	21100	21100
1999	4	3	6	17	18.3	87	6.8	6.2	6.1	6	PERU	"PERU:  CAMANA, AREQUIPA"	-16.66	-72.662	160	1		50			300
1999	5	6	23	0	53.1	33	6.2	6.3	5.9		IRAN	IRAN:  SOUTHERN:  FARS PROVINCE	29.501	51.88	140	26		100		800	
1999	6	4	9	12	50	33	5.4	5	5.4	5	AZERBAIJAN	"AZERBAIJAN:  AGDAS, UCAR, AGALI"	40.802	47.448	40	1		18	5		50
1999	6	15	20	42	5.9	70	7	6.5	6.4		MEXICO	"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO"	18.386	-97.436	150	20		200	226.8		2000
1999	6	21	17	43	4.5	69	6.3	5.8	6		MEXICO	MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO	18.324	-101.539	150						1300
1999	7	11	14	14	16.5	10	6.7	6.6	6		GUATEMALA	GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W	15.782	-88.33	100	2		40		7	7
1999	7	22	10	42	11.7	10	4.2	4.2	5.2		BANGLADESH	"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR"	21.544	91.895	60	6		200		700	
1999	8	17	0	1	39.1	13	7.6	7.8	6.3	10	TURKEY	"TURKEY:  ISTANBUL, KOCAELI, SAKARYA"	40.76	29.97	140	17118		50000	20000		73342
1999	8	31	8	10	49.5	10	5.2	4.9	5.2		TURKEY	TURKEY:  IZMIT	40.711	29.949	140	1		166			
1999	9	7	11	56	49.3	10	6	5.8	5.6	9	GREECE	GREECE:  ATHENS	38.119	23.605	130	143		1600	4200	53000	
1999	9	13	11	55	28.1	13	5.8	5.8	5.8		TURKEY	TURKEY:  ADAPAZARI-GOLUCK-KOCAELI	40.709	30.045	140	7		422			
1999	9	20	17	47	18.4	33	7.7	7.7	6.5	10	TAIWAN	"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG"	23.772	120.982	30	2297		8700	14000	8200	82000
1999	9	25	23	52	48.6	17	6.5	6.4	6.2		TAIWAN	TAIWAN:  CENTRAL	23.738	121.158	30						
1999	9	30	16	31	15.6	61	7.5	7.5	6.5	8	MEXICO	MEXICO:  OAXACA	16.059	-96.931	150	35		215	164.8		2000
1999	10	16	9	46	44.1		7.2	7.4	6.3	7	USA	"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS"	34.594	-116.271	150			4			
1999	10	22	2	18	58.5	33	5.9	5.6	5.7	6	TAIWAN	TAIWAN:  CHIA-I	23.445	120.506	30	1		254	0.786	15	
1999	10	31	13	27	42.4	62	4.4		4.4		PERU	"PERU:  CHUSCHI, CANGALLo, HUANCAPI"	-13.64	-74.43	160			30		210	1100
1999	11	1	13	25	16.5	10	5.3	5.3	5.1		CHINA	CHINA:  SHANXI:  NORTHEASTERN	39.899	113.983	30			4	44	6000	
1999	11	11	14	41	25.6	22	5.7	5.5	5.5		TURKEY	"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK"	40.744	30.266	140	2		171			
1999	11	12	16	57	19.5	10	7.2	7.5	6.3	9	TURKEY	"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK"	40.758	31.161	140	894		4948	1000		
1999	11	24	16	40	21.2	33	4.6	4.6	4.8		CHINA	CHINA:  YUNNAN PROVINCE:  CHENGJIANG	24.589	102.872	30	1		5		90	90
1999	11	26	13	21	15.5	33	7.5	7.3	6.4		VANUATU	VANUATU ISLANDS:  PENTECOST	-16.423	168.214	170	5		100			
1999	11	29	4	10	40.9	10	5		5		CHINA	CHINA:  NORTHEASTERN:  SANJIANFANG	40.459	122.889	30					160	
1999	12	3	17	6	54.7	19	5.7	5.5	5.3		TURKEY	"TURKEY:  GORESKEN, ERZURUM PROVINCE"	40.358	42.346	140	1		6			340
1999	12	11	18	3	36.4	33	7.3	7.1	6.5	7	PHILIPPINES	"PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ"	15.766	119.74	170	5		40	1.794		
1999	12	21	14	14	57.6	56	6.5	6.3	6.2		INDONESIA	"INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA"	-6.845	105.555	170	5		220	3.9		2800
1999	12	22	17	36	56.2	10	5.6	5.5	5.4	7	ALGERIA	ALGERIA:  NORTHERN:  AIN TEMOUCHENT	35.321	-1.281	15	24		175	60.929		
2000	1	3	22	34	12.6	33	4.6		4.6		INDIA	INDIA-BANGLADESH BORDER:  MAHESHKHALI	22.132	92.771	60						
2000	1	11	23	43	56.4	10	5.1	4.7	4.9		CHINA	CHINA:  LIAONING PROVINCE	40.498	122.994	30			30		3600	8800
2000	1	14	23	37	7.8	33	5.9	5.9	5.4		CHINA	CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	25.607	101.063	30	5		2528	73.5	41000	
2000	2	2	22	58	1.5	33	5.3	5.3	5.1		IRAN	"IRAN:  BARDASKAN, KASHMAR"	35.288	58.218	140	1		15		100	100
2000	2	7	19	34	57	5	4.5		4.5		SOUTH AFRICA	SOUTH AFRICA; SWAZILAND:  MBABANE-MANZINI	-26.288	30.888	10			1			
2000	3	28	11	0	22.5	127	7.6	7.6	6.8		JAPAN	JAPAN:  VOLCANO ISLANDS	22.338	143.73	30						
2000	5	4	4	21	16.2	26	7.6	7.5	6.7		INDONESIA	"INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,"	-1.105	123.573	170	46		264	30	10000	
2000	5	7	23	10	54.1	5	4.1	4.1	4.5		TURKEY	"TURKEY:  DOGANYOL, PUTURGE"	38.164	38.777	140						
2000	5	17	3	25	48.7	10	5.4	5.3	5.4		TAIWAN	TAIWAN:  TAI-CHUNG COUNTY	24.223	121.058	30	3		13			
2000	6	4	16	28	26.1	33	7.9	8	6.8	6	INDONESIA	"INDONESIA:  SUMATRA:  BENGKULU, ENGGANO"	-4.721	102.087	170	103		2174	6		
2000	6	6	2	41	49.8	10	6	6.1	5.5	7	TURKEY	"TURKEY:  CERKES, CUBUK, ORTA"	40.693	32.992	140	2		80			
2000	6	7	21	46	55.9	33	6.3	6.5	6.3		CHINA	CHINA:  YUNNAN PROVINCE:  LIUKU; MYANMAR	26.856	97.238	30						
2000	6	7	23	45	26.6	33	6.7	6.7	6.1		INDONESIA	INDONESIA:  SOUTHERN SUMATERA:  LAHAT	-4.612	101.905	170	1					600
2000	6	10	18	23	29.3	33	6.4	6.2	6.2		TAIWAN	TAIWAN:  NAN-TOU	23.843	121.225	30	2		36			
2000	6	18	14	44	13.3	10	7.9	7.8	6.8		AUSTRALIA	"AUSTRALIA:  S, COCOS ISLANDS"	-13.802	97.453	60						
2000	6	21	0	51	46.8	10	6.5	6.6	6.1		ICELAND	"ICELAND:  GRIMSNES, SELFOSS, EYRARBAKKI, STOKKSEYRI"	63.98	-20.758	120				12	12	12
2000	7	1	7	1	55.5	10	6.1	6.1	6		JAPAN	JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA	34.221	139.131	30	1					
2000	7	6	19	30	20.3	33	5.4	5.1	5		NICARAGUA	NICARAGUA:  MASAYA	11.884	-85.988	100	7		42		357	1130
2000	7	12	1	10	42.6	33	5.4	5	5.2		INDONESIA	"INDONESIA: JAWA:BANDUNG,CIBADAK,CIMANDIRI,KADUDAMPIT"	-6.675	106.845	170			6			225
2000	7	15	1	30	30.5	10	6.1	5.9	5.5		JAPAN	JAPAN:  NEAR S COAST HONSHU:  NII-JIMA	34.319	139.26	30			10			20
2000	7	16	3	21	45.5	33	6.4	6.3	6.1		PHILIPPINES	"PHILIPPINES:  BASCO, MOUNT IRADA, BATAN ISLANDS"	20.253	122.043	170			6			
2002	7	22	5	45	3	17	4.8		4.8		GERMANY	"GERMANY:  AACHEN, COLOGNE, SPANGDAHLEM"	50.889	6.103	120						
2000	8	4	21	13	2.7	10	6.8	7.1	6.3	6	RUSSIA	"RUSSIA:  SAKHALIN ISLAND, UGLEGORSK, MAKAROV"	48.786	142.246	50			8	0.92		1390
2000	8	21	13	25	44.5	33	4.2	4.2	4.9		CHINA	CHINA:  YUNNAN PROVINCE:  WUDING	25.826	102.194	30	1		406	43		
2000	9	3	8	36	30	10	5	4.9	4.9	7	USA	CALIFORNIA:  NAPA	38.379	-122.413	150			41	50		
2000	10	2	2	25	31.3	34	6.5	6.7	6.1		TANZANIA	"TANZANIA:  NKANSI, RUKWA"	-7.977	30.709	10			6		7	150
2000	10	6	4	30	19.1	10	6.7	6.8	5.8	9	JAPAN	"JAPAN:  HONSHU:  W:  OKAYAMA, TOTTORI"	35.456	133.134	30			130	150	104	2230
2000	10	30	22	39	6.5	33	5.1	4.5	5.2		AFGHANISTAN	AFGHANISTAN-TAJIKISTAN:  RAKHOR	37.542	69.582	40						
2000	11	8	6	59	58.8	17	6.5	6.4	6		PANAMA	PANAMA-COLOMBIA:  JURADO	7.042	-77.829	100			2			86
2000	11	16	4	54	55.9	17	8	8.2	6		PAPUA NEW GUINEA	"PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK"	-4.001	152.327	170	2					
2000	11	16	7	42	16.9	30	7.8	7.8	6.2		PAPUA NEW GUINEA	"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN"	-5.233	153.102	170						
2000	11	17	21	1	56.4	33	7.8	8	6.2		PAPUA NEW GUINEA	PAPUA NEW GUINEA:  NEW BRITAIN	-5.496	151.781	170						
2000	11	25	18	9	11.4	50	6.8		5.8		AZERBAIJAN	AZERBAIJAN:  BAKU	40.245	49.946	40	31		430			
2000	12	6	17	11	6.4	30	7	7.5	6.7		TURKMENISTAN	TURKMENISTAN:  NEBITDAG-TURKMENBASHI	39.566	54.799	40	11					
2000	12	15	16	44	47.6	10	6	5.8	5.1	7	TURKEY	TURKEY:  AFYON-BOLVADIN	38.457	31.351	140	6		41			
2001	1	13	17	33	32.3	60	7.7	7.8	6.4	8	EL SALVADOR	EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.	13.049	-88.66	100	844		4723	753	108226	169632
2001	1	26	3	16	40.5	16	7.7	8	6.9	10	INDIA	"INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN"	23.419	70.232	60	20005		166836	2623	339000	339000
2001	2	13	14	22	5.8	10	6.6	6.5	5.5	6	EL SALVADOR	EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP	13.671	-88.938	100	315		3399	348.5	41302	15706
2001	2	23	0	9	23.6	33	5.6	5.4	5.7		CHINA	"CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG"	29.513	101.129	30	3		109		60000	60000
2001	2	28	18	54	32.8	52	6.8	6.6	6.5	8	USA	"WASHINGTON:  OLYMPIA, SEATTLE, TACOMA"	47.149	-122.727	150	1		400	2000		
2001	3	24	6	27	53.5	50	6.8	6.5	6.4	9	JAPAN	"JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA"	34.083	132.526	30	2		161	500		3700
2001	5	8	18	2	16.9	10	5.7	5.4	5.2		EL SALVADOR	EL SALVADOR:  CONCHAGUA	13.605	-88.795	100	1				84	70
2001	5	23	21	10	43.9	33	5.5	5.3	5.1		CHINA	CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN	27.689	101.003	30	2		605	36		
2001	6	1	14	0	43.6	62	5	4.6	5		AFGHANISTAN	AFGHANISTAN:  HINDU KUSH:  PARVAN	35.169	69.389	40	4		20			
2001	6	23	20	33	14.1	33	8.4	8.2	6.7	8	PERU	"PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO"	-16.265	-73.641	160	77	68	2713		22399	
2001	6	25	13	28	46.5	5	5.5	4.9	5.2		TURKEY	TURKEY:  OSMANIYE	37.238	36.206	140			130			
2001	7	5	13	53	48.3	62	6.6		6.2		PERU	"PERU:  CARAVELI, CHALA, ARICA, IQUIQUE, PARINACOTA"	-16.086	-73.987	160					300	
2001	7	7	9	38	43.5	33	7.6	7.3	6.6		PERU	"PERU:  AREQUIPA, ARICA"	-17.543	-72.077	160	1		30		200	
2001	7	14	18	36	8.3	33	4.3	4.3	4.6		CHINA	CHINA:  YUNNAN PROVINCE:  JIANGCHUAN	24.455	102.66	30			2		150	150
2001	7	26	0	21	36.9	10	6.5	6.6	6		GREECE	GREECE:  SKYROS	39.059	24.244	130						100
2001	8	9	2	6	59.9	33	5.8	5.5	5.4		PERU	PERU:  ANTABAMA	-14.258	-72.683	160	4		15			
2001	9	9	23	59	18	5	4.2		4.2	6	USA	CALIFORNIA:  LOS ANGELES	34.059	-118.387	150						
