YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MS	EQ_MAG_MB	INTENSITY	COUNTRY	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	MISSING	INJURIES	DAMAGE_MILLIONS_DOLLARS	HOUSES_DESTROYED	HOUSES_DAMAGED
2004	11	8	2	15	58.8	10	5.5	5	5.6		JAPAN	JAPAN:  HONSHU:  NIIGATA PREFECTURE	37.396	138.862	30			8			
2004	11	11	21	26	41.1	10	7.5	7.3	6.5		INDONESIA	INDONESIA:  KEPULAUAN ALOR	-8.152	124.868	170	34		400		781	16712
2004	11	15	9	6	56.5	15	7.2	7.1	6.6		COLOMBIA	"COLOMBIA:  BAJO BAUDO, BUENAVENTURA, CERRITO"	4.695	-77.508	160			10		154	
2004	11	20	8	7	22	16	6.4	6.3	6.2		COSTA RICA	"COSTA RICA:  SAN JOSE, PARRITA, QUEPOS"	9.602	-84.172	100	8				526	
2004	11	21	11	41	7.7	14	6.3	6.1	6.3		GUADELOUPE	"GUADELOUPE:  BASSE-TERRE, LES SAINTES"	15.679	-61.706	90	1		12			
2004	11	22	4	1	30.4	36	5	4	5		IRAN	"IRAN:  KHORRAMABAD, POL-E DOKHTAR"	33.297	47.977	140						
2004	11	22	20	26	23.9	10	7.1	7.1	6.4		NEW ZEALAND	"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO"	-46.676	164.721	170						
2004	11	24	22	59	40	17	5.1	4.6	5.3		ITALY	ITALY:  NORTHERN:  BRESCIA	45.626	10.559	130			9			
2004	11	26	2	25	3.3	10	7.1	7.2	6.2	8	INDONESIA	INDONESIA:  NABIRE	-3.609	135.404	170	32		130	55	328	
2004	11	28	18	32	14.1	39	7	6.7	6.4		JAPAN	"JAPAN:  HOKKAIDO:  BEKKAI, KUSHIRO, NEMOURO"	43.006	145.119	30			24			
2004	12	1	17	42	24.7	10	4.5		4.5		ALGERIA	ALGERIA:  BOUMERDAS	36.848	3.448	15			15			
2004	12	5	8	30	59.5	10	4.5		4.5		ALGERIA	ALGERIA:  ZEMMOURI	36.865	3.421	15			46			
2004	12	9	8	49	0.2	35	5.4	4.7	5.5		INDIA	"INDIA:  HAILAKANDI, CACHAR"	24.757	92.539	60						
2004	12	14	5	56	10	10	5.8	5.3	5.8		JAPAN	"JAPAN:  HOKKAIDO:  OBIRO, HABORO, TOMAMAE"	44.119	141.793	30			3			
2004	12	26	0	58	53.4	30	9.1	8.8	7		INDONESIA	INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST	3.316	95.854	170	1001			10000		
2004	10	1	8	1	1.3	87	5.6		5.1		NICARAGUA	"NICARAGUA:  CHINANDEGA, LEON"	11.989	-86.52	100						
2004	10	27	20	34	36.8	96	5.8		5.8		ROMANIA	"ROMANIA:  BUCHAREST, BRAILA; BULGARIA:  NORTHERN"	45.787	26.622	110						
2004	11	4	6	22	39.4	74	5.2		5.4		GREECE	GREECE:  CRETE:  ANTIKYTHIRA	35.945	23.115	130						
2004	11	19	23	49	37.1	37	4.8		4.8		IRAN	IRAN:  W	32.023	48.836	140						
2004	12	2	19	16	34.6	49	5.8	5.3	5.4		TRINIDAD AND TOBAGO	TRINIDAD:  MAYARO	10.49	-61.48	90						
2004	12	5	1	52	37.2	10	4.8		4.2	5	GERMANY	"GERMANY:  EMMENDINGEN, FREIBURG IM BREISGAU"	48.115	8.077	120						
2004	12	6	14	15	11.8	35	6.8	6.5	6.5		JAPAN	JAPAN:  HOKKAIDO:  KUSHIRO	42.9	145.228	30			4			
2004	12	20	23	2	12.4	5	5.4	4.7	5.2		TURKEY	TURKEY:  MARMARIS	37.042	28.206	140			3			
2004	12	23	14	59	4.4	10	8.1	7.7	6.5		AUSTRALIA	AUSTRALIA:  MACQUARIE ISLAND	-49.312	161.345	170						
2005	1	10	18	47	30.1	32	5.4	5.1	5.3		IRAN	IRAN:  GORGAN	37.103	54.574	140			110			
2005	1	20	18	56	30.7	39	5.3		5.2		NEW ZEALAND	NEW ZEALAND:  NORTH ISLAND	-41.223	175.21	170						
2005	1	23	20	10	12.1	11	6.3	5.9	5.8		INDONESIA	INDONESIA:  SULAWESI:  PALU	-1.198	119.933	170	1		4			
2005	1	24	23	23	26.1	17	6.1	5.7	5.5		ECUADOR	"ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO"	-1.364	-80.785	160						
2005	1	25	16	44	16.1	41	5.9	5.6	5.3		TURKEY	TURKEY:  HAKKARI	37.622	43.703	140	2		22			
2005	1	25	16	30	38.9	12	4.8		4.8		CHINA	CHINA:  YUNNAN PROVINCE:  SIMAO	22.526	100.709	30			3			
2005	1	29	7	41	31	5	4.4		4.4		SPAIN	"SPAIN:  LA PACA, ZARCILLA DE RAMOS"	37.91	-1.82	130						
2005	2	2	5	55	18.2	15	4.8		4.8		INDONESIA	INDONESIA:  JAVA:  GARUT	-7.037	107.819	60	1					
2005	2	14	23	38	8.6	22	6.1	6.2	6.1		CHINA	CHINA:  XINJIANG PROVINCE:  WUSHI	41.728	79.44	40					6000	
2005	2	15	11	15	11.7	35	5.1		5.1		INDIA	INDIA:  KHASPUR	24.55	92.524	60						
2005	2	22	2	25	22.9	14	6.4	6.5	6		IRAN	IRAN:  KERMAN PROVINCE:  ZARAND	30.754	56.816	140	612		1411		8000	8000
2005	3	2	11	12	14.9	52	4.9		4.9		PAKISTAN	PAKISTAN:  QUETTA	30.378	68.038	60			1			
2005	3	9	10	15	31.8	5	4.3	4.3	5		SOUTH AFRICA	"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN"	-26.913	26.789	10	2		58			
2005	3	12	7	36	12.1	11	5.6	5	5.4		TURKEY	"TURKEY:  CAT, KARLIOVA"	39.44	40.978	140			16			
2005	3	13	3	31	23	54	6	5.4	5.9		IRAN	IRAN:  SARAVAN	27.095	61.887	140						
2005	3	14	1	55	55.6	5	5.8	5.7	5.5		TURKEY	TURKEY:  EASTERN:  BINGOL PROVINCE	39.354	40.89	140			18			
2005	3	14	9	43	49.1	10	4.9	4.1	4.9		INDIA	"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA"	17.145	73.73	60			45			
2005	3	15	2	7	6.8	10	4.3		4.3		INDIA	INDIA:  MAHARASHTRA:  DHEBEWADI	17.072	73.668	60						
2005	3	20	1	53	41.8	10	6.6	6.7	5.9		JAPAN	"JAPAN:  KYUSHU:  FUKUOKA, GENKAI"	33.807	130.131	30	1		500		65	
1992	5	27	5	13	38.8	19	7	7	6.3		SOLOMON ISLANDS	SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	-11.122	165.239	170						
1996	10	18	10	50	20.8	10	6.6	6.6	6		JAPAN	JAPAN:  KYUSHU ISLAND	30.568	131.093	30						
1990	2	20	6	53	39.8	14	6.4	6.4	6.1		JAPAN	JAPAN:  NEAR S. COAST OF HONSHU	34.706	139.252	30						
1991	2	9	16	18	58.3	10	6.9	6.9	6.4		SOLOMON ISLANDS	SOLOMON ISLANDS	-9.929	159.139	170						
1991	2	16	1	23	40.4	39	5.7	5.7	6.3		RUSSIA	RUSSIA:  KURIL ISLANDS	48.268	154.328	50						
1991	2	21	2	35	34	20	6.7	6.5	6.2		BERING SEA	BERING SEA	58.427	-175.45	80						
1991	10	14	15	58	12.7	23	7.2	7.1	6.3		SOLOMON ISLANDS	SOLOMON ISLANDS	-9.094	158.442	170						
1991	12	22	8	43	13.4	24	7.6	7.4	6.3		RUSSIA	"RUSSIA:  KAMCHATKA, KURIL ISLANDS"	45.533	151.021	50						
1992	1	5	6			8	3.7	3.7			CHINA	CHINA:  S. CHINA SEA	18	108	30						
1992	7	18	8	36	58.7	29	7	7	6.2		JAPAN	JAPAN:  HONSHU ISLAND	39.419	143.33	30						
1993	8	7	19	42	41.9	13	6.3	6.1	6.2		JAPAN	JAPAN	41.985	139.839	30						
1993	11	13	1	18	4.1	34	7	7	6.5		RUSSIA	RUSSIA:  KAMCHATKA	51.934	158.647	50						
1994	9	1	15	15	53	10	7	7	6.6	6	USA	CALIFORNIA:  NORTH:  HONEYDEW	40.402	-125.68	150						
1995	3	19	23	53	14.9	33	6.9	7.1	6.2		INDONESIA	INDONESIA:  IRIAN JAYA REGION	-4.183	135.109	170						
1995	4	21	0	34	46	21	7.2	7.3	6.3		PHILIPPINES	PHILIPPINES:  SAMAR	12.059	125.58	170						
1995	4	21	5	17	1.3	23	6.8	6.9	5.6		PHILIPPINES	PHILIPPINES:  SAMAR	12.047	125.92	170						
1995	10	18	10	37	26.3	28	7.1	6.9	6.4		JAPAN	JAPAN:  RYUKU IS.	27.929	130.175	30			1			
1995	10	19	2	41	36.1	20	6.8	6.9	6.3		JAPAN	JAPAN:  RYUKU IS.	28.094	130.148	30						
1996	2	25	3	8	15.8	21	7.1	6.9	6.1		MEXICO	MEXICO:  OFF COAST OF GUERRERO	15.978	-98.07	150						
1996	6	10	15	24	56	24	7.3	7.1	5.9		USA	ALASKA:  ANDREANOF ISLANDS	51.478	-176.847	150						
1996	9	4	18	16	1.9	33	5.7	5.1	5.4		JAPAN	"HONSHU ISLAND, JAPAN"	31.555	139.931	30						
1996	9	5	8	14	14.4	10	6.9	7	6.2		CHILE	CHILE:  EASTER ISLAND REGION	-22.118	-113.436	160						
1996	12	2	22	17	59.2	49	6.7	6.6	6		JAPAN	JAPAN:  KYUSHU	31.789	131.314	30						
1998	5	3	23	30	21.9	33	7.5	7.3	6.4		TAIWAN	TAIWAN	22.306	125.308	30						
1990	9	23	21	13	7.4	10	6.5	6.5	6		JAPAN	"JAPAN:  W. OF BONIN ISLANDS, IZU IS."	33.267	138.643	30						
1994	4	8	1	10	40.8	13	6.4	6.3	6		JAPAN	JAPAN:  OFF EAST COAST OF HONSHU ISLAND	40.608	143.683	30						
1994	10	9	7	55	39.5	33	7.3	7.1	6.5		RUSSIA	RUSSIA:  KURIL ISLANDS	43.905	147.916	50						
1995	11	1	0	35	32.7	20	6.7	6.4	6.3		CHILE	CHILE:  NEAR CENTRAL COAST	-28.906	-71.417	160						
1996	10	19	14	44	40.7	22	6.7	6.6	6.3		JAPAN	JAPAN:  KYUSHU ISLAND	31.885	131.468	30						
2003	10	31	1	6	28.2	10	7	6.8	6.1		JAPAN	JAPAN:  EAST COAST HONSHU	37.812	142.619	30						
2004	1	28	22	15	30.7	17	6.7	6.5	6		INDONESIA	INDONESIA:  SERAM	-3.12	127.4	170						
2001	12	18	4	2	58.2	14	6.8	7.3	6.3		TAIWAN	TAIWAN	23.954	122.734	30						
2005	1	19	6	11	36.4	28	6.6	6.4	5.8		JAPAN	JAPAN:  EAST COAST HONSHU	34.064	141.491	30						
2005	3	28	16	9	36.5	30	8.6	8.4	7.2		INDONESIA	INDONESIA:  SUMATERA:  SW	2.085	97.108	170	1303		340		300	300
2005	4	10	10	29	11.2	19	6.7	6.7	6.4	5	INDONESIA	INDONESIA:  PADANG	-1.644	99.607	60						
2005	6	15	2	50	53.1	10	7.2	7.1	6.2	4	USA	CALIFORNIA:  OFF COAST NORTHERN	41.301	-125.97	150						
2005	8	16	2	46	28.4	36	7.2	6.8	6.5		JAPAN	JAPAN:  EAST COAST HONSHU	38.276	142.039	30			56		1	
2005	7	5	1	52	2.9	21	6.7	6.8	6.2		INDONESIA	INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	1.819	97.082	60						
2005	7	9	23	59	17	32	5.9	5.5	5.6		INDONESIA	INDONESIA:  SULAWESI:  DONGGALA	-1.174	119.963	170					6	6
2005	7	10	13	10	12.1	4	5.2	4.9	5.4		ALBANIA	ALBANIA:  TROPOJE	42.389	19.812	130						
2005	7	18	2	4	59.8	10	5.3	5.2	5.7		INDONESIA	INDONESIA:  TIMOR:  TIMOR TENGAH UTARA	-9.948	124.48	170						
2005	7	23	7	34	56.7	61	5.9		6.1		JAPAN	JAPAN:  HONSHU:  TOKYO	35.498	139.982	30			27		1	
2005	7	24	15	42	6.2	16	7.2	7.5	6.6		INDIA	"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS"	7.92	92.19	60						
2005	7	25	15	43	41.1	48	4.7	4.7	5		CHINA	CHINA:  DAQING	46.827	125.058	30	1		12			
2005	7	26	4	8	37.1	13	5.6	5.2	5.7	6	USA	"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES"	45.365	-112.615	150						
2005	7	30	21	45	    	5	5.3	4.8	4.8		TURKEY	"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI"	39.437	33.089	140						
2005	8	5	14	14	48	42	4.8	4.8	5.2		CHINA	CHINA:  YUNNAN PROVINCE:  HUIZE	26.569	103.036	30			9		3700	3700
2005	8	5	18	7	13.8	10	4.5		4.5		VIETNAM	VIETNAM:  HO CHI MINH CITY	9.985	108.383	60						
2005	8	9	5	9	20.8	10	5.1		5.1		IRAN	IRAN:  FIRUZABAD	28.85	52.56	140						
2005	8	13	4	58	44.8	10	4.5	4.5	4.8		CHINA	CHINA:  YUNNAN PROVINCE:  WENSHAN	23.627	104.103	30			26			
2005	8	14	2	39	40.3	11	5.8		5.7		CHILE	CHILE:  TARAPACA	-19.78	-68.98	160						
2005	8	14	6	33	32.5	35	4.4		4.4	7	INDIA	INDIA:  MAHARASHTRA	17.398	74.118	60						
2005	8	16	3	45	54.1	43	4.4		4.4	6	INDIA	INDIA:  UTTARANCHAL:  UTTARKAHI	30.924	78.56	60						
2005	8	30	8	53	17.4	10	4.7		4.7	6	INDIA	"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE"	17.067	73.773	60						
2005	9	9	7	26	43.7	90	7.7		6.3		PAPUA NEW GUINEA	PAPUA NEW GUINEA:  NEW IRELAND	-4.539	153.474	170						
2005	9	26	1	55	37.6	115	7.5		6.7		PERU	"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA"	-5.678	-76.398	160	5		60			
2005	10	1	22	19	51.3	20	5.3		5.3		PERU	PERU:  MOQUEGUA	-16.635	-70.794	160			10		300	
2005	10	8	3	50	40.8	26	7.6	7.7	6.9	8	PAKISTAN	"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA"	34.539	73.588	60	76213		146599	6680		
2005	10	20	21	40	4	10	5.9	5.7	5.5		TURKEY	TURKEY:  IZMIR	38.152	26.751	140	1		15			
1997	10	14	9	53	18.1	167	7.7		6.7		TONGA	TONGA ISLANDS	-22.101	-176.772	170						
2002	3	26	3	45	48.7	33	6.4	6.6	5.8		JAPAN	JAPAN:  RYUKYU ISLANDS	23.346	124.09	30						
2005	9	24	19	24	2.6	12	5.6	5	5.1		ETHIOPIA	ETHIOPIA:  DABBAHU	12.471	40.634	10						
2005	10	24	17	35	33.8	35	4.8		4.8	6	ECUADOR	ECUADOR:  BAEZA	-0.507	-77.745	160						
2005	10	27	11	18	57.3	10	4.2		4.2		CHINA	CHINA:  GUANGXI PROVINCE	23.604	107.798	30	1		1			
2005	10	31	2	10	28.7	40	5.4		5.4		PERU	PERU:  N	-5.852	-78.704	160					20	
2005	11	14	21	38	51.4	11	7	6.8	6.7		JAPAN	JAPAN:  EAST COAST HONSHU	38.107	144.896	30						
2005	11	26	0	49	37.6	10	5.2	4.9	5.4		CHINA	"CHINA:  JIANGXI:  JIUJIANG, RUICHANG"	29.695	115.689	30	16		8000		150000	
2005	11	27	10	22	19.1	10	6	5.8	6.1		IRAN	"IRAN:  QESHM, ZIRANG"	26.774	55.858	140	13		100			
2005	12	5	12	19	56.6	22	6.8	7.2	6.4		CONGO	CONGO:  KALEMIE	-6.224	29.83	10	6				300	
2005	12	12	21	47	46	225	6.5		6		AFGHANISTAN	"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN"	36.357	71.093	40	5		1		100	100
1994	6	3	21	6	59.8	26	6.6	6.4	6.1		INDONESIA	INDONESIA:  JAVA	-10.362	112.892	170						
1994	6	5	1	45	2.7	17	6.1	6.3	5.7		INDONESIA	INDONESIA:  JAVA	-10.341	113.369	170						
2006	5	3	15	26	40.2	55	7.9	7.8	7.2	7	TONGA	TONGA ISLANDS	-20.187	-174.123	170			1			
2006	7	17	8	19	25	34	7.7	7.2	6.1		INDONESIA	INDONESIA:  JAVA	-9.254	107.411	170						
1997	4	23	19	44	28.4	101	6.5		6.2	7	USA TERRITORY	GUAM	13.986	144.901	170			4			
2006	1	8	11	34	55.6	66	6.7		6.5		GREECE	GREECE:  SOUTHERN	36.311	23.212	130			3			
2006	2	14	0	55	25	30	5.3	4.8	5.4		INDIA	INDIA:  SIKKIM	27.382	88.388	60	2		2			
2006	2	20	17	20	9	10	4.6		4.6		BULGARIA	GREECE-BULGARIA BORDER REGION	41.708	25.544	110			2			
2006	2	22	22	19	7.8	11	7	7.5	6.5		MOZAMBIQUE	MOZAMBIQUE	-21.324	33.583	10	4		36		294	
2006	2	23	20	4	53.5	10	5.8	5.3	5.5		BHUTAN	BHUTAN:  TASHIGANG	26.912	91.705	60					126	126
2006	2	28	7	31	2.6	18	6	6.2	5.8		IRAN	IRAN:  SOUTHERN	28.12	56.865	140			6			
2006	3	7	18	20	46.1	10	5.5	5.1	5.2		INDIA	INDIA:  GUJARAT	23.777	70.899	60			7			
2006	3	10	7	50	14.3	10	4.9		4.9		PAKISTAN	PAKISTAN:  MIRPUR DISTRICT	33.129	73.887	60	1		22			
2006	3	14	6	57	33.8	30	6.7	6.7	6.4		INDONESIA	INDONESIA:  SERAM	-3.595	127.214	170					241	
2006	3	20	19	44	25.1	10	4.9	4.9	5		ALGERIA	ALGERIA:  NORTHERN	36.623	5.328	15	4		9		62	62
2006	3	25	7	28	57.6	18	5.9	5.5	5.7		IRAN	IRAN:  SOUTHERN	27.574	55.685	140	1		1			
2006	3	28	8	35	43.3	30	5		5		INDONESIA	INDONESIA:  N. SUMATRA: TAPAKTUAN	3.462	97.224	170						
2006	3	31	1	17	0.9	7	6.1	6	5.7		IRAN	"IRAN:  WESTERN:  BORUJERD, DORUD"	33.5	48.78	140	70		1300			
2006	3	31	12	23	17.8	10	4.9		4.9		CHINA	"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN"	44.624	124.122	30						
2006	4	1	10	2	19.5	9	6.2	6.1	6		TAIWAN	TAIWAN:  T'AIT-TUNG	22.868	121.278	30			42			
2006	4	4	9	12	23.4	10	4.8		4.8		PAKISTAN	PAKISTAN:  BATGRAM	34.6	73.136	60			28			
2006	4	6	17	59	16.4	10	5.5	5.2	5.5		INDIA	INDIA:  GUJARAT	23.322	70.477	60						
2006	4	11	0	2	41.5	18	5.5	5.1	5.1		GREECE	GREECE:  ZAKYNTHOS	37.64	20.92	130						
2006	4	19	2	5	42.9	33	5.7	5.7	5.2		CHINA	CHINA:  TIBET (XIZANG PROVINCE)	31.607	90.413	40						
2006	4	20	23	25	2.1	22	7.6	7.6	6.8		RUSSIA	RUSSIA:  KORYAKSKIY	60.949	167.089	50			40	55		
2006	5	4	17	43	9.7		4.5				PANAMA	PANAMA:  BOQUETE	8.898	-82.543	100						
2006	5	7	6	20	53.7	14	4.1	4.1	4.8		IRAN	IRAN:  ZARAND	30.79	56.7	140			70			
2006	5	12	8	16	56.5	17	5.5	4.9	5.4		INDONESIA	INDONESIA:  SUMATRA:  KALIANDAK	-5.575	105.395	170						
2006	5	26	22	53	58.9	13	6.3	6.2	6		INDONESIA	"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA"	-7.961	110.446	60	5749		38568	3100	127000	127000
2006	6	3	7	15	35.6	5	5.1				IRAN	IRAN:  SOUTHERN:  QESHM	26.759	55.843	140	2		4			
2006	6	3	11	7	45	10	4.1		4.1		TURKEY	TURKEY:  HAKKARI	37.605	43.787	140						
2006	6	11	20	1	26.3	140	6.3		5.9		JAPAN	JAPAN:  KYUSHU	33.129	131.141	30			8			
2006	6	13	14	15	38.3	10	4.5		4.5		ALBANIA	ALBANIA:  TEPELENE	40.27	19.96	130			1		12	
2006	6	20	16	52	57.9	24	4.5	4.5	5.1		CHINA	CHINA:  GANSU PROVINCE	33.068	104.95	30			5			
2005	11	26	15	56	55	9	4.4	4.4	5.3		TURKEY	TURKEY:  DOGANYOL	38.26	38.814	140						
2005	12	14	7	9	54.1	44	5.3		5.3		INDIA	"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG"	30.476	79.255	60	1		4		1	1
2005	12	24	3	56	7.3	14	4.3		4.3		TURKEY	TURKEY:  AKHISAR	38.804	26.783	140						
2000	4	5	4	36	58.8	38	5.5	5.4	5.3		GREECE	GREECE:  CRETE	34.22	25.69	130						
2006	7	22	1	10	29	56	4.9	4.6	5		CHINA	CHINA:  YANJIN	27.995	104.138	30	22		106			
2006	7	29	0	11	51.3	34	5.6	5.2	4.8		TAJIKISTAN	TAJIKISTAN:  PANJ-QUMSANGIR	37.255	68.828	40	3		19		721	721
2006	8	5	14	3	43.7	22	5.6	5.2	5.7	5	ARGENTINA	ARGENTINA:  MENDOZA	-33.131	-68.707	160						
2006	8	18	11	45	49.4	10	4.7		4.7		TAJIKISTAN	TAJIKISTAN:  DUSHANBE (STALINABAD)	38.246	69.22	40						
2006	8	24	20	1	0.2	5	4.3				FRANCE	FRANCE	45.84	-0.14	120						
2006	8	25	5	51	44.3	22	4.6	4.6	5.2		CHINA	CHINA:  SICHUAN PROVINCE	28.012	104.151	30	1		31			
2006	10	15	17	7	49.2	39	6.7	6.6	6.2	8	USA	HAWAIIAN ISLANDS	19.878	-155.935	150				73		
2006	9	28	6	22	9.7	28	6.9	6.6	6.5	4	SAMOA	SAMOA ISLANDS	-16.592	-172.033	170						
2006	9	10	14	56	8.1	14	5.8	5.5	5.9		MEXICO	GULF OF MEXICO	26.319	-86.606	90						
2004	11	2	10	2	12.8	10	6.6	6.4	5.8		CANADA	CANADA:  VANCOUVER ISLAND	49.277	-128.772	150						
2003	12	27	4	55	25.4	10	6.1	5.9	5.9		NEW CALEDONIA	NEW CALEDONIA:  LOYALTY ISLANDS	-22.107	169.35	170						
2006	11	15	11	14	13.5	10	8.3	7.8	6.5		RUSSIA	RUSSIA:  KURIL ISLANDS	46.592	153.266	50						
2006	6	3	16	34	25.8	10	3.8		3.8		MALAWI	MALAWI:  SALIMA	-14.52	34.28	10						
2006	9	29	13	8	26.1	53	6.1	5.4	5.9		TRINIDAD AND TOBAGO	TRINIDAD:  PORT-OF-SPAIN	10.876	-61.756	90			3		1	
2006	9	29	18	23	5.9	52	5.5	4.8	5.3		TRINIDAD AND TOBAGO	TRINIDAD:  GASPARILLO	10.814	-61.758	90	1					
2006	10	20	10	48	56	23	6.7	6.6	5.9	4	PERU	PERU:  CENTRAL	-13.457	-76.677	160						
2006	10	27	10	52	5.7	10	4.5		4.5		CHINA	CHINA:  HUBEI	31.56	113.21	30						
2006	11	3	6	21	39.2	10	4.7		4.7		CHINA	CHINA:  NEI MONGOL	43.469	119.558	30					55886	
2006	12	26	12	26	21.1	10	7	7.3	6.4		TAIWAN	TAIWAN:  PINGTUNG	21.799	120.547	30	2		40			
2006	11	29	1	32	17.9	39	6.2	5.9	5.9		INDONESIA	INDONESIA:  HALMAHERA:  MOROTAI	2.52	128.283	170					50	
2007	1	13	4	23	21.1	10	8.1	8.2	7.3		RUSSIA	RUSSIA:  KURIL ISLANDS	46.243	154.524	50						
2006	11	17	18	19	51.6	10	4.7		4.7		FRANCE	FRANCE:  PYRENEES	42.99	-0.05	120						
2006	11	23	7	15	20.5	10	4.8		4.8		HUNGARY	HUNGARY:  BEREGDAROC	48.195	22.46	110						
2006	11	23	11	4	44.3	20	4.7	4.7	5.3		CHINA	CHINA:  XINJIANG PROVINCE:  NORTH	44.229	83.524	40					60	
2006	11	24	6	33	26.4	31	5.2		5.2		INDONESIA	INDONESIA:  SULAWESI: PINRANG	-3.728	119.233	170						
2006	12	1	14	1	47.5	43	6.3	6	5.9		INDONESIA	INDONESIA:  SUMABAWA:  BIMA	-8.251	118.777	170	1		14		20	
2006	12	8	16	48	39.1	5	3.9				SWITZERLAND	SWITZERLAND:  BASEL	47.58	7.6	120						
2006	12	12	17	2	29.7	10	4.6		4.6		THAILAND	THAILAND:  MAE RIM	18.901	98.916	60					5	
2006	12	17	21	39	17.4	30	5.8	5.8	5.5		INDONESIA	"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI"	0.626	99.859	170	7		100		680	
1997	9	30	6	27	24.7	10	6.2	6.5	5.5		JAPAN	JAPAN:  HONSHU:  S	31.959	141.878	30						
2007	3	25	0	41	57.8	8	6.7	6.8	6.1		JAPAN	JAPAN:  HONSHU:  W COAST	37.336	136.588	30	1		150		58	455
2006	12	24	22	43	26.7	10	4.2		4.2		INDIA	INDIA:  RAJASTHAN	26.88	76.15	60						
2006	12	25	20	1	0.4	12	5.8	5.8	5.7		KYRGYZSTAN	KYRGYZSTAN:  KOCHKOR	42.156	76.163	40					2410	
2006	12	31	13	39	23.6	5	4.1				HUNGARY	HUNGARY:  BUDAPEST	47.449	19.343	110						
2007	1	8	17	21	50.2	18	6	6	5.8		KYRGYZSTAN	KYRGYZSTAN:  ISFARIA	39.803	70.311	40					187	
2007	1	9	14	49	48.8	20	4.5		4.5		CHINA	CHINA:  GANSU PROVINCE	37.021	103.911	30					2000	
2007	1	10	17	18	58.3	23	4.7		4.7		CHINA	CHINA:  GANSU PROVINCE	33.259	104.74	30						
2007	1	21	7	38	57	3	5.1		5.1		TURKEY	TURKEY:  E	39.592	42.863	140			2			
2007	1	21	11	27	45	22	7.5	7.3	6.7		INDONESIA	INDONESIA:  MOLUCCA ISLANDS:  N	1.065	126.282	170	4		4			
2007	4	1	20	39	56.3	24	8.1	7.9	6.8		SOLOMON ISLANDS	SOLOMON ISLANDS	-8.466	157.043	170	2				300	500
2007	3	25	0	40	1.6	34	7.1	7	6.5		VANUATU	VANUATU ISLANDS	-20.617	169.357	170						
2007	2	16	7	15	54	79	4.9		4.9		PHILIPPINES	PHILIPPINES:  MINDANAO	6.614	126.24	170						
2007	2	21	11	5	29.2	10	5.7	5.5	5.7		TURKEY	"TURKEY:  DOGANKOY, PUTURGE, SIVRICE"	38.318	39.267	140						
2007	4	21	17	53	46.3	37	6.2	6.3	6.1		CHILE	CHILE:  SOUTHERN	-45.243	-72.648	160	2					2
2007	3	6	3	49	38.9	19	6.4	6.4	5.9	8	INDONESIA	INDONESIA:  SUMATRA:  SOUTHERN	-0.493	100.498	170	67		826		43719	43719
2007	3	6	13	5	12.1	43	5	5	5		COLOMBIA	"COLOMBIA:  CAUCA, SOTARA, PURACE,"	2.082	-76.495	160			9		9	
2007	3	6	22	32	6.8	16	4.7		4.7		IRAN	IRAN:  WESTERN:  DORUD	33.49	48.93	140			35			
2007	3	25	13	57	58.2	15	5.8	5.5	5.3	6	GREECE	"GREECE:  ARGOSTOLION, KEFALLINIA"	38.34	20.42	130						
2007	4	13	5	42	23	34	6	5.8	5.9	5	MEXICO	"MEXICO:  GUERRERO, ATOYAC"	17.302	-100.198	150					2	
2007	4	15	3	19	30.3	16	4.6	4.6	5.4		JAPAN	JAPAN:  HONSHU:  W	34.807	136.239	30			12		63	
2007	4	16	7	38	53.8	14	4.5		4.5		ALBANIA	ALBANIA:  TIRANA	41.172	19.897	130						
2007	7	16	1	13	22	10	6.6				JAPAN	JAPAN:  HONSHU:  W COAST	37.57	138.478	30	9		1088	12500		875
2007	5	8	15	46	49.1	14	4.5		4.8	5	USA	MONTANA:  SHERIDAN	45.394	-112.13	150						
2007	5	16	8	56	16.4	24	6.3	6.4	5.7		LAOS	"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN"	20.504	100.746	60						
